"Faydalı modelin hükümsüzlüğü davası, hak sahibinin bu hakkı isteme hakkına sahip olmadığı gerekçesiyle kimler tarafından açılabilir?",Sadece buluşu yapan veya halefleri tarafından açılabilir.
"Faydalı modelin hükümsüzlüğü davası, hakkın sona ermesini izleyen en fazla kaç yıl içinde açılabilir?",Beş yıl içinde açılabilir.
Faydalı modelin hükümsüzlüğü davası kime karşı açılır?,Sicile faydalı model sahibi olarak kayıtlı kişiye karşı açılır.
Faydalı modelin sadece bir bölümüne ilişkin hükümsüzlük nedenleri varsa mahkeme nasıl bir karar verir?,Sadece o bölümü etkileyen istemlerin iptali suretiyle kısmi hükümsüzlüğe karar verir.
Faydalı modellerde tek bir istemin kısmen hükümsüzlüğüne karar verilebilir mi?,"Hayır, bir istemin kısmen hükümsüzlüğüne karar verilemez."
Faydalı modele ilişkin açık bir hüküm bulunmayan hallerde hangi hükümler uygulanır?,Kanunda patentler için öngörülen hükümler uygulanır.
Aynı kişiye aynı buluş konusunda aynı koruma kapsamıyla hem patent hem de faydalı model verilebilir mi?,"Hayır, birbirinden bağımsız olarak birden fazla belge verilmez (Çifte koruma yasağı)."
Kurum nezdindeki işlemlerde Kanunda belirtilmemişse genel süre ne kadardır?,Bildirim tarihinden itibaren iki aydır.
Sınai mülkiyet hakkı sahiplerinin ortak temsilci atamadığı durumlarda kim ortak temsilci kabul edilir?,Başvuru formunda adı geçen ilk hak sahibi.
Ortak temsilcinin yerleşim yeri Türkiye dışında ise işlemler nasıl yürütülür?,Marka veya patent vekili vasıtasıyla yürütülür.
"Hangi sınai mülkiyet hakları lisans, devir veya haciz gibi hukuki işlemlere konu olamaz?",Coğrafi işaret ve geleneksel ürün adı hakları.
Sınai mülkiyet hakkı paydaşlarından birinin payını satması halinde diğer paydaşların hangi hakkı doğar?,Önalım hakkı (şufa hakkı).
"Sınai mülkiyet paydaşlarının önalım hakkı, satışın bildirilmesinden itibaren ne kadar sürede düşer?",Üç ay içinde düşer.
"Sınai mülkiyet paydaşlarının önalım hakkı, satışın üzerinden her halde ne kadar süre geçmekle düşer?",İki yıl geçmekle düşer.
Sınai mülkiyet haklarında devir sözleşmelerinin geçerlilik şartı nedir?,Noter tarafından onaylanmış şekilde yapılmış olmaları.
Sicile kaydedilmeyen sınai mülkiyet hukuki işlemleri kimlere karşı ileri sürülemez?,İyiniyetli üçüncü kişilere karşı ileri sürülemez.
"Marka, tescil edildiği mal veya hizmetlerin sadece bir kısmı için devredilebilir mi?","Evet, tümü veya bir kısmı için devredilebilir."
Garanti markasının veya ortak markanın devri ne zaman geçerlilik kazanır?,Sicile kayıt edildiği tarihte geçerli olur.
Sınai mülkiyet hakkı tecavüze uğrayan kişinin muhtemel tecavüze karşı talebi ne olabilir?,Muhtemel tecavüzün önlenmesini talep edebilir.
Tecavüz teşkil eden ürünlerin imhası hangi şartla talep edilebilir?,Tecavüzün önlenmesi için kaçınılmaz ise imhası istenebilir.
Tecavüz davasında kesinleşmiş kararın ilan edilmesi talebi en geç ne zaman yapılmalıdır?,Kararın kesinleşmesinden sonra üç ay içinde talep edilmelidir.
Coğrafi işaret ve geleneksel ürün adları bakımından hangi tazminat türü talep edilemez?,Manevi zararın tazmini talep edilemez.
Sınai mülkiyet hakkının itibarı tecavüz nedeniyle zarara uğrarsa hak sahibi ne talep edebilir?,İtibar tazminatı talep edebilir.
Sınai mülkiyet haklarında hak sahibinin uğradığı zarar neleri kapsar?,Fiili kaybı ve yoksun kalınan kazancı kapsar.
Yoksun kalınan kazanç hesabında tecavüz edenin elde ettiği kazanç usulü nedir?,Sınai mülkiyet hakkına tecavüz edenin elde ettiği net kazançtır.
"Mahkeme, patent sahibinin patenti kullanma yükümlülüğünü yerine getirmediğini tespit ederse kazancı nasıl hesaplar?",Varsayımsal lisans bedeli usulüne göre hesaplar.
Coğrafi işaret veya geleneksel ürün adına tecavüz halinde yoksun kalınan kazanç hükümleri uygulanır mı?,"Hayır, bu madde hükmü coğrafi işaret ve geleneksel ürün adlarında uygulanmaz."
"Hakkın tüketilmesi ilkesi uyarınca, sınai mülkiyet hakkı koruması ne zaman sona erer?",Ürünlerin hak sahibi veya izniyle piyasaya sunulmasından sonra.
"Marka sahibi, piyasaya sürülmüş ürünlerin hangi durumda ticari amaçlı kullanılmasını önleyebilir?",Ürünlerin değiştirilerek veya kötüleştirilerek kullanılması durumunda.
"Sınai mülkiyet hakkı sahibi, tecavüzlü ürünleri kişisel ihtiyacı için kullanan kişilere karşı dava açabilir mi?","Hayır, bu kişilere karşı hukuk veya ceza davası açamaz."
Tecavüzün mevcut olmadığına ilişkin dava açmadan önce hak sahibine tanınan cevap süresi nedir?,Bildirimin tebliğinden itibaren bir aydır.
"Tecavüzün mevcut olmadığına ilişkin dava, kime karşı açılamaz?",Kendisine karşı tecavüz davası açılmış bir kişi tarafından açılamaz.
"Tecavüz davasında, sanık kendi adına kayıtlı daha sonraki tarihli bir hakkı savunma gerekçesi yapabilir mi?","Hayır, önceki tarihli hak sahibine karşı kendi hakkını savunma olarak ileri süremez."
6769 sayılı Kanun kapsamındaki davalarda görevli mahkeme hangisidir?,Fikri ve sınai haklar hukuk ile ceza mahkemeleridir.
Fikri ve sınai haklar hukuk mahkemesi kurulmamış yerlerde görevli mahkeme hangisidir?,O yerdeki asliye hukuk mahkemesidir.
Kurumun aldığı kararlara karşı açılacak davalarda yetkili mahkeme hangisidir?,Ankara Fikri ve Sınai Haklar Hukuk Mahkemesidir.
Hak sahibi tarafından üçüncü kişilere açılacak davalarda yetkili mahkemelerden biri hangisidir?,Davacının yerleşim yeri mahkemesidir.
Davacının Türkiye'de yerleşim yeri yoksa yetkili mahkeme neresidir?,Sicile kayıtlı vekilin işyerinin bulunduğu yerdeki mahkemedir.
Üçüncü kişiler tarafından hak sahibi aleyhine açılan davalarda genel yetkili mahkeme hangisidir?,Davalının yerleşim yerinin bulunduğu yer mahkemesidir.
Sınai mülkiyet hukukunda zamanaşımı konusunda hangi kanun hükümleri uygulanır?,Türk Borçlar Kanunu hükümleri uygulanır.
"İnhisari (özel) lisans sahibi, tecavüz davası açmak için hak sahibinden izin almalı mıdır?",Sözleşmede aksi yoksa kendi adına doğrudan dava açabilir.
"İnhisari olmayan lisans alan, hak sahibine yaptığı bildirimden sonra ne kadar süre beklemelidir?",Üç ay içinde davanın açılmaması halinde kendi adına dava açabilir.
Lisans alan hangi durumda üç aylık süreyi beklemeden ihtiyati tedbir talep edebilir?,Ciddi bir zarar tehlikesinin varlığı halinde.
İhtiyati tedbir talebinde bulunabilmek için temel şart nedir?,Tecavüzün gerçekleşmekte olduğunu veya ciddi hazırlıklar yapıldığını ispat etmek.
Kanun kapsamında gümrüklerdeki ürünlere ihtiyati tedbir yoluyla elkonulabilir mi?,"Evet, gümrük ve serbest limanlar dahil bulundukları her yerde elkonulabilir."
Yerleşim yeri yurt dışında bulunanlar Kurum nezdinde nasıl temsil edilir?,Ancak marka veya patent vekilleri tarafından temsil edilebilirler.
Vekil tayin edilmesi durumunda Kurum tebligatı kime yapar?,Vekile yapar (Vekile yapılan tebligat asile yapılmış sayılır).
"Elektronik ortamda yapılan tebligatlar, ilk girişi yapılmasa dahi ne zaman tebliğ edilmiş sayılır?",Belgenin posta kutusuna konulduğu tarihi izleyen onuncu günün sonunda.
Bülten üzerinden yapılan ilanen tebligatlar ne zaman yapılmış sayılır?,Bültenin yayımı tarihinden yedi gün sonra.
Tescil ücretinin süresi içinde ödenmemesinin sonucu nedir?,Sınai mülkiyet hakkı başvurusu geri çekilmiş sayılır.
Eksik ödenen ücretler için Kurumun tanıdığı tamamlama süresi nedir?,Bildirim tarihinden itibaren bir aydır.
Hükümsüzlük davalarında verilen kararlar ne zaman icra edilebilir?,Kararlar kesinleşmedikçe icra edilemez.
Suça konu eşyanın muhafazası ciddi külfet oluşturuyorsa imha kararı hangi aşamada verilebilir?,"Hükümden önce, kovuşturma aşamasında mahkemece verilebilir."
İmha işlemleri kimin başkanlığındaki bir komisyon huzurunda yapılır?,Cumhuriyet savcısının başkanlığında.
Hızlı imha prosedürü kapsamında imha edilen eşya için hak sahibine ödeme yapılır mı?,"Hayır, herhangi bir ödeme yapılmaz."
Mülga KHK'lara göre kurulmuş ihtisas mahkemelerinin hukuki durumu nedir?,SMK Madde 156 uyarınca kurulan mahkemeler olarak kabul edilirler.
SMK Madde 26 (İptal yetkisi) yayımı tarihinden kaç yıl sonra yürürlüğe girer?,Yedi yıl sonra yürürlüğe girer.
Marka başvurusunda rüçhan hakkı sahibine karşı kendi hakkını savunma olarak ileri sürememe kuralı hangi maddedir?,Madde 155 (Önceki tarihli hakların etkisi).
Sınai mülkiyet haklarında rehin ve haciz işlemleri işletmeden bağımsız yapılabilir mi?,"Evet, işletmeden bağımsız olarak gerçekleştirilebilir."
Garanti markasının lisans verilmesi ne zaman hüküm ifade eder?,Sicile kayıt edildiğinde geçerli olur.
Yoksun kalınan kazancın hesaplanmasında mahkemenin ekleyebileceği payın adı nedir?,Hakkaniyete uygun bir pay.
SMK uyarınca elkonulan ürünler üzerindeki markaların silinmesi talebi hangi amaca yöneliktir?,Tecavüzün devamını önlemek amacıyla.
Tecavüz fiillerinin durdurulması davası hangi mahkemede açılır?,Fikri ve Sınai Haklar Hukuk Mahkemesinde.
Kurumun kararlarından zarar gören üçüncü kişiler davayı kime karşı açmalıdır?,Kurum (Türk Patent ve Marka Kurumu) aleyhine açmalıdır.
SMK kapsamında yapılacak tebligatlarda Tebligat Kanunu'nun hangi maddesi uygulanmaz?,Elektronik tebligata ilişkin 7/a maddesi (Özel usul uygulanır).
SMK Geçici Madde 4 uyarınca iptal yetkisi Kuruma geçene kadar kim tarafından kullanılır?,Mahkemeler tarafından kullanılır.
Yenileme talepleri ile ilgili sürelere ilişkin hükümler ne zaman yürürlüğe girmiştir?,Kanun yayımı tarihinden bir yıl sonra.
Amblem kullanım zorunluluğuna ilişkin hükümler (Madde 46) ne zaman yürürlüğe girmiştir?,Kanun yayımı tarihinden bir yıl sonra.
Mülga 556 sayılı KHK'ya yapılan atıflar yeni kanunda nereye yapılmış sayılır?,6769 sayılı Sınai Mülkiyet Kanunu'nun ilgili maddelerine.
Patent Uzmanı unvanına yapılan atıflar SMK ile neye dönüşmüştür?,Sınai Mülkiyet Uzmanı.
Sınai mülkiyet hakkı başvurusu için ödenen ücretler geri iade edilir mi?,Aksi öngörülmedikçe iade edilmez ve Kuruma gelir kaydedilir.
Yoksun kalınan kazancın belirlenmesi için belgelerin sunulması ne zaman talep edilebilir?,Tazminat davası açılmadan önce veya dava sırasında.
Tecavüz teşkil eden ürünlerin mülkiyetinin davacıya tanınması halinde bu değer tazminattan düşülür mü?,"Evet, ürünlerin değeri tazminat miktarından düşülür."
"Tecavüzün mevcut olmadığına ilişkin davada, mahkeme hangi yayından önce karar veremez?",İlgili patent veya tasarım başvurusunun yayınından önce.
"Marka vekili tayin edildiyse, işlemlerin asil tarafından yapılması mümkün müdür?","Hayır, tüm işlemler vekil tarafından yapılır."
Geleneksel ürün adlarında SMK'nın hangi maddesi uygulanmaz?,Madde 151 (Yoksun kalınan kazanç).
Hızlı imha komisyonunda adli emanet memuru dışında kimler bulunur?,Cumhuriyet savcısı ve iki zabıt kâtibi.
Sınai mülkiyet hakkı devir sözleşmesi yazılı yapılmazsa geçerli olur mu?,"Hayır, hukuki işlemler yazılı şekle tabidir."
Önalım hakkı sahibi satış bedelini nereye yatırmakla yükümlüdür?,Mahkeme tarafından belirlenen yere nakden yatırmalıdır.
Tecavüz edenin kötü üretimi nedeniyle marka itibarı sarsılırsa hangi ek tazminat istenebilir?,İtibar tazminatı.
Kısmi hükümsüzlük halinde iptal edilmeyen istemler için faydalı model geçerli kalır mı?,"Evet, geri kalan istemler için geçerliliğini korur."
SMK uyarınca yönetmelikleri yürürlüğe koyma yetkisi kime aittir?,Kurum (Türk Patent ve Marka Kurumu).
Cumhuriyet savcıları faydalı modelin hükümsüzlüğünü isteyebilir mi?,"Evet, menfaati olanlar ve ilgili kamu kurumları ile birlikte isteyebilirler."
İnhisari lisans sahibi dava açtığında durumu kime bildirmelidir?,Hak sahibine bildirmesi gerekir.
Sınai mülkiyet hakkı mirasa konu olabilir mi?,"Evet, miras yolu ile intikal edebilir."
Sınai mülkiyet hakkı teminat olarak gösterilebilir mi?,"Evet, teminat olarak gösterilebilir."
Vekaletnamenin aslı her işlemde zorunlu mudur?,"Hayır, Kurum gerekli gördüğü hallerde sunulmasını isteyebilir."
Elektronik tebligatta muhatabın onayı gerekli midir?,"Evet, tebligat yapılacak kişinin onayı alınmak şartıyla yapılır."
Hangi satış türünde paydaşların önalım hakkı kullanılamaz?,Cebri artırmayla (icra yoluyla) satışlarda.
İhtiyati tedbir kararı alan lisans sahibi dava açmaya yetkili midir?,"Evet, mahkemenin tedbir kararı verdiği hallerde dava açmaya yetkilidir."
Hızlı imha için bilirkişi incelemesi yaptırılması zorunlu mudur?,"Evet, imha kararından önce bilirkişi incelemesi yaptırılmalıdır."
Kurum nezdindeki bildirimler için özel süre yoksa varsayılan süre nedir?,İki aydır.
Tecavüz davasında tazminat miktarını aşan elkonulan eşya değeri varsa ne yapılır?,Aşan kısım hak sahibince karşı tarafa ödenir.
Ortak temsilci atanmaması durumunda tebligatlar kime yapılır?,Başvuru formundaki ilk hak sahibine.
Patent haklarına tecavüz davasında davanın açıldığı tarihteki vekilin işyeri neresi için yetki sağlar?,Yetkili mahkemenin belirlenmesi için yer yönünden yetki sağlar.